duration,views,likes,comments,engagement_level,engagement_label
367,278596,20831,5102,High,0
386,650109,13027,4149,Low,1
237,259391,6742,394,Low,1
348,438966,35486,5904,High,0
553,403662,34402,5027,High,0
557,680616,40202,1035,Medium,2
533,56004,3354,186,Medium,2
575,931639,62302,11281,Medium,2
187,908673,44997,16651,Medium,2
45,278352,19823,5072,High,0
555,522347,10323,2025,Low,1
401,789385,76187,6557,High,0
498,346400,26850,630,High,0
337,266420,17798,2641,Medium,2
131,624847,24037,9565,Medium,2
562,419236,10265,6711,Low,1
561,186022,8713,1949,Medium,2
5,138001,9596,389,Medium,2
172,123325,8266,1016,Medium,2
23,493506,21930,9233,Medium,2
336,760235,49564,4076,Medium,2
588,221838,18465,1569,High,0
460,904990,11190,13746,Low,1
113,635281,32117,9489,Medium,2
272,860459,67348,15773,High,0
449,478176,28285,4004,Medium,2
244,904710,62092,9750,Medium,2
305,242826,13719,2399,Medium,2
107,302911,30069,5642,High,0
254,721302,10758,11264,Low,1
457,429159,23257,7208,Medium,2
524,706268,12873,2492,Low,1
157,423859,10333,6800,Low,1
178,466096,20728,4300,Medium,2
347,6711,161,9,Low,1
435,350486,33903,750,High,0
328,871144,82942,12091,High,0
424,833434,33545,6724,Medium,2
598,771912,52163,13503,Medium,2
489,295287,17137,4414,Medium,2
416,136443,11379,192,High,0
88,859399,57124,12075,Medium,2
117,339333,3401,1579,Low,1
336,845277,66511,7632,High,0
382,490192,37850,6308,High,0
45,979681,54739,17224,Medium,2
109,190291,17366,1839,High,0
206,667033,61207,10913,High,0
454,676869,38684,10746,Medium,2
270,872502,56467,7744,Medium,2
214,286708,28581,3015,High,0
567,249320,9198,3567,Medium,2
122,436156,17104,694,Medium,2
381,966389,25560,17322,Low,1
555,642911,58265,10046,High,0
544,545050,41971,3127,High,0
88,804760,15699,15807,Low,1
458,585109,57550,2579,High,0
518,966827,73272,17758,High,0
391,662846,57367,4749,High,0
354,793394,11372,12297,Low,1
300,564496,31299,5459,Medium,2
262,91888,6696,1377,High,0
85,468339,27568,1854,Medium,2
272,244537,17117,1496,Medium,2
423,761399,63659,2206,High,0
239,866672,37865,15112,Medium,2
315,682661,58968,4525,High,0
361,855110,21089,12138,Low,1
217,50066,1721,830,Medium,2
578,185946,2584,3370,Low,1
53,272630,11668,823,Medium,2
131,601616,26586,10809,Medium,2
227,146397,12073,695,High,0
283,410009,28201,6150,Medium,2
412,334441,16489,4965,Medium,2
509,43121,2961,50,Medium,2
298,381159,5622,1978,Low,1
281,149433,3918,1546,Low,1
442,420694,27944,3778,Medium,2
111,903706,61201,16675,Medium,2
424,777034,61907,6088,High,0
433,86855,4018,1633,Medium,2
379,929541,69743,9043,High,0
77,66430,4753,1283,High,0
34,702826,67967,10549,High,0
192,858854,25217,14392,Low,1
368,888850,53020,2660,Medium,2
455,957764,61448,11624,Medium,2
199,569701,56900,2114,High,0
160,234829,6600,1562,Low,1
176,757171,43226,9727,Medium,2
45,289276,11905,4280,Medium,2
67,485279,27821,846,Medium,2
27,148530,4588,1646,Medium,2
364,848242,12117,9959,Low,1
79,357570,22001,893,Medium,2
564,348401,14015,3662,Medium,2
122,442137,11661,6438,Low,1
384,28465,1114,57,Medium,2
294,275433,3975,4254,Low,1
444,470065,44909,5618,High,0
11,531636,33122,8948,Medium,2
200,4469,372,22,High,0
425,457079,21976,7693,Medium,2
572,925654,84510,2588,High,0
197,815137,43608,7069,Medium,2
563,836148,51552,4005,Medium,2
152,447795,24298,7901,Medium,2
206,365963,27811,5267,High,0
448,998538,60909,1479,Medium,2
423,172055,5926,203,Medium,2
431,557443,12876,3642,Low,1
483,724191,46747,2695,Medium,2
479,378924,20471,4916,Medium,2
130,269694,5026,3671,Low,1
399,134097,6115,2534,Medium,2
580,473367,26664,9035,Medium,2
329,50372,4252,680,High,0
396,5410,91,5,Low,1
444,31917,1320,249,Medium,2
208,508450,42729,5465,High,0
490,486260,33239,5098,Medium,2
35,437844,15804,5457,Medium,2
392,973383,83788,18738,High,0
438,740276,40268,13190,Medium,2
380,82741,4538,253,Medium,2
348,739543,72395,4476,High,0
447,731770,69694,12315,High,0
583,539845,22818,8994,Medium,2
79,42411,960,264,Low,1
561,921584,36227,13714,Medium,2
159,152058,1937,2093,Low,1
434,470428,5583,4702,Low,1
367,444193,20253,2144,Medium,2
452,647961,61356,11588,High,0
238,359671,31802,4991,High,0
567,822713,46096,3464,Medium,2
266,164434,10009,2366,Medium,2
129,918551,9676,13858,Low,1
249,393338,11562,7021,Low,1
546,787660,9632,4122,Low,1
489,603910,47049,11949,High,0
126,163494,3778,639,Low,1
129,49029,4325,608,High,0
553,606084,41152,8173,Medium,2
174,377489,11569,3382,Medium,2
128,796340,19267,7983,Low,1
39,619536,41190,11106,Medium,2
91,446198,40637,5916,High,0
205,808257,60338,8440,High,0
373,334778,13849,1151,Medium,2
81,302194,18997,344,Medium,2
63,744414,28264,2511,Medium,2
435,83676,8361,1603,High,0
504,20657,1598,320,High,0
113,546213,35664,10582,Medium,2
282,271242,13044,455,Medium,2
72,36180,2374,503,Medium,2
73,783203,31911,1442,Medium,2
169,188969,2380,2996,Low,1
493,671262,30581,5529,Medium,2
309,928771,87066,2618,High,0
369,493944,32781,5825,Medium,2
383,566795,9950,3583,Low,1
347,120383,10792,1629,High,0
558,13438,459,181,Medium,2
358,600677,19185,8646,Medium,2
420,464836,17077,9230,Medium,2
113,674355,41775,5629,Medium,2
567,179082,10569,1762,Medium,2
501,917561,49756,14944,Medium,2
345,109467,8163,1312,High,0
387,328142,12629,560,Medium,2
537,921058,74039,15675,High,0
304,641874,16546,1269,Low,1
143,348784,28054,1480,High,0
363,978401,68236,2876,Medium,2
503,494875,35377,1227,High,0
389,738597,39396,1099,Medium,2
284,443953,31090,908,High,0
487,780443,13409,7341,Low,1
115,660809,57252,3835,High,0
143,911948,13678,3104,Low,1
439,826495,19329,11170,Low,1
513,993187,61489,5260,Medium,2
277,401066,30700,545,High,0
103,357173,6022,3196,Low,1
108,677923,62957,4676,High,0
218,599323,58508,4227,High,0
169,714252,46094,6756,Medium,2
524,800218,42661,10970,Medium,2
288,499655,38336,6352,High,0
521,63628,2516,1196,Medium,2
168,624199,33952,6764,Medium,2
68,509007,47059,5079,High,0
95,285031,27365,1440,High,0
121,932380,87118,14314,High,0
271,377857,12703,1388,Medium,2
563,712887,22044,7365,Medium,2
144,784529,28862,7064,Medium,2
250,104987,5219,1418,Medium,2
399,61186,2341,1127,Medium,2
491,888763,38820,16873,Medium,2
480,255594,16832,1070,Medium,2
521,508989,40020,3040,High,0
188,587696,44782,9650,High,0
24,278041,23160,3015,High,0
562,267546,3450,2570,Low,1
528,456488,6525,6619,Low,1
586,562447,45583,6994,High,0
533,132080,7657,2568,Medium,2
151,715712,44397,8656,Medium,2
308,473975,6982,4670,Low,1
586,144049,4750,1629,Medium,2
232,276483,18649,4523,Medium,2
106,27413,2393,346,High,0
591,42203,3904,561,High,0
421,179580,9883,3494,Medium,2
220,476567,28161,6075,Medium,2
411,88871,7551,731,High,0
403,126328,7375,1785,Medium,2
503,91765,5186,1241,Medium,2
469,797066,72897,1006,High,0
86,829592,67274,8195,High,0
369,803721,73794,12148,High,0
167,914963,27121,9590,Low,1
52,610455,34914,9653,Medium,2
515,797499,68443,7629,High,0
333,737451,14751,14515,Low,1
120,852095,69462,5593,High,0
341,270904,7170,745,Low,1
151,380915,31513,3493,High,0
579,484191,31511,5467,Medium,2
327,130009,3561,992,Low,1
447,433139,22783,2427,Medium,2
17,449158,32057,6184,High,0
498,140788,9439,1149,Medium,2
291,76076,3686,988,Medium,2
118,757596,68898,11971,High,0
484,179910,10206,2781,Medium,2
26,275351,15289,2238,Medium,2
353,716864,11184,8451,Low,1
570,618570,57521,5903,High,0
324,767541,19910,13466,Low,1
130,878319,50548,15543,Medium,2
281,802486,66061,6043,High,0
208,279187,8205,765,Low,1
198,40825,2345,170,Medium,2
551,831966,26341,6633,Medium,2
290,872283,68363,10223,High,0
61,534498,32492,7204,Medium,2
307,498964,43428,3640,High,0
167,278706,25225,3813,High,0
23,341476,23352,6425,Medium,2
374,709541,53417,9499,High,0
268,446115,26512,1790,Medium,2
117,590955,26355,7099,Medium,2
492,482617,32977,5451,Medium,2
331,706684,64835,12397,High,0
546,389669,18509,2983,Medium,2
583,842595,32268,7613,Medium,2
69,113494,5102,1404,Medium,2
296,841772,41403,9229,Medium,2
29,867884,14424,12724,Low,1
553,149040,8176,263,Medium,2
5,993577,54138,11631,Medium,2
553,343233,21609,1136,Medium,2
145,22322,952,156,Medium,2
192,79894,5207,1084,Medium,2
132,588312,52382,2347,High,0
205,624242,59922,4287,High,0
131,865045,54087,12419,Medium,2
261,784426,10851,10484,Low,1
551,841181,81789,2296,High,0
198,365230,26854,4371,High,0
108,768203,30909,2917,Medium,2
539,870281,20228,5041,Low,1
269,233227,5342,2268,Low,1
388,504534,12662,1552,Low,1
264,141395,1993,2810,Low,1
418,179338,16354,742,High,0
362,39469,2315,625,Medium,2
79,872911,63719,14636,High,0
359,855924,72351,17028,High,0
588,977130,79380,8935,High,0
192,799193,71475,14072,High,0
294,671051,65127,12879,High,0
49,333962,16536,1431,Medium,2
577,710695,67892,7184,High,0
87,270214,20292,578,High,0
127,48022,785,614,Low,1
362,493714,35231,5947,High,0
532,817287,58684,3987,High,0
70,645314,59063,10428,High,0
379,19516,850,33,Medium,2
166,13772,862,224,Medium,2
384,476784,5290,718,Low,1
362,128245,5115,1728,Medium,2
192,702456,10959,1753,Low,1
326,860627,49028,4968,Medium,2
454,164,13,2,High,0
478,68935,1970,436,Low,1
17,201557,11583,2159,Medium,2
188,923243,26183,16978,Low,1
115,247895,5171,481,Low,1
512,404371,22640,6635,Medium,2
294,976824,16726,2188,Low,1
299,349838,21991,1192,Medium,2
455,947031,12141,3094,Low,1
219,641304,12572,12754,Low,1
571,906840,53956,4011,Medium,2
31,869048,54947,15676,Medium,2
235,851198,10732,16877,Low,1
569,195446,12040,1620,Medium,2
325,904826,77331,11753,High,0
237,273110,20485,4315,High,0
441,3989,86,33,Low,1
537,118294,7490,481,Medium,2
407,124814,8799,1153,High,0
57,965830,12894,15130,Low,1
317,555723,48337,8799,High,0
285,50647,4637,272,High,0
35,157334,13615,680,High,0
341,744909,62733,13773,High,0
187,680147,52403,1248,High,0
27,885288,59322,13243,Medium,2
548,273239,19420,514,High,0
450,449804,37142,7610,High,0
78,2731,190,49,Medium,2
14,952558,37621,6335,Medium,2
488,137139,6011,329,Medium,2
460,874826,79377,8864,High,0
570,349522,4033,2331,Low,1
568,588859,42924,5255,High,0
164,299360,28717,4081,High,0
18,878648,64633,4381,High,0
182,427543,42520,3327,High,0
416,657402,47253,10432,High,0
57,572052,7489,7569,Low,1
412,683529,57710,4920,High,0
26,87442,3114,1191,Medium,2
34,14507,727,225,Medium,2
264,114026,4343,1397,Medium,2
209,321445,10983,1784,Medium,2
63,866625,42314,870,Medium,2
475,447664,19736,7276,Medium,2
470,737441,49408,12263,Medium,2
16,542266,45107,7729,High,0
294,83200,3056,204,Medium,2
358,865161,25292,10485,Low,1
79,448736,31420,7448,High,0
565,494408,34771,4154,High,0
595,223159,20330,1062,High,0
445,567556,6490,6904,Low,1
245,250496,21736,4183,High,0
158,774869,44082,1494,Medium,2
100,317106,20902,3913,Medium,2
298,999629,18216,13215,Low,1
213,28104,1375,349,Medium,2
347,807003,24579,10774,Medium,2
92,524352,17240,6814,Medium,2
394,616208,34118,2142,Medium,2
329,191339,15904,1045,High,0
161,626617,48212,7996,High,0
581,477144,30150,637,Medium,2
141,851840,49873,11125,Medium,2
432,346213,16776,4723,Medium,2
456,14668,1430,81,High,0
145,533854,32254,6600,Medium,2
87,222229,7301,2477,Medium,2
181,581712,17863,3463,Medium,2
202,888740,57787,8706,Medium,2
572,146639,8366,2680,Medium,2
425,600343,6419,5466,Low,1
405,970552,82211,12585,High,0
475,147848,10847,247,High,0
222,94891,6601,235,Medium,2
179,686974,11122,1748,Low,1
27,895250,38124,14132,Medium,2
239,547038,51522,4187,High,0
17,350534,30718,1866,High,0
105,77801,2777,1182,Medium,2
540,797215,19241,3371,Low,1
527,229264,11559,1302,Medium,2
456,453135,19042,4163,Medium,2
435,605366,43223,4417,High,0
537,529248,51326,6415,High,0
297,659189,28127,4890,Medium,2
105,555739,8669,4704,Low,1
506,506020,45939,8802,High,0
308,324988,4359,5786,Low,1
544,679806,65090,11370,High,0
557,906730,63300,15805,Medium,2
359,860687,81551,10177,High,0
307,121549,3399,1613,Low,1
500,601088,8212,6964,Low,1
231,759874,40986,12101,Medium,2
240,793487,40115,9100,Medium,2
459,983246,39166,3058,Medium,2
17,257671,24785,4221,High,0
214,463606,38957,7163,High,0
401,437609,30432,7258,Medium,2
104,716796,17674,3310,Low,1
35,808194,61494,4979,High,0
532,530796,40038,3513,High,0
333,695863,33579,7413,Medium,2
170,263469,24563,933,High,0
463,929800,23271,7738,Low,1
104,463102,15773,2065,Medium,2
177,146544,2299,883,Low,1
166,781708,63780,11273,High,0
267,541667,35727,9339,Medium,2
278,110501,4237,158,Medium,2
7,226901,5614,2666,Low,1
32,771768,10506,1300,Low,1
330,971844,24303,2545,Low,1
153,503675,25584,7251,Medium,2
544,878936,28342,13163,Medium,2
492,169359,5641,2788,Medium,2
442,247245,21955,2475,High,0
69,310725,17513,5386,Medium,2
360,683935,51727,2851,High,0
537,44652,590,256,Low,1
256,199141,8536,708,Medium,2
239,207706,11034,3355,Medium,2
231,755065,20218,4035,Low,1
529,786257,16367,3109,Low,1
317,400174,35346,5137,High,0
53,729946,69015,1798,High,0
122,74574,1274,138,Low,1
58,287412,11902,870,Medium,2
569,556487,53559,559,High,0
48,202352,3538,2882,Low,1
57,764842,51953,8935,Medium,2
590,323699,31560,1614,High,0
562,578628,56728,3140,High,0
529,337040,17664,5530,Medium,2
106,841124,20731,8860,Low,1
402,785134,22131,11205,Low,1
142,384425,34622,3691,High,0
391,252151,23210,1391,High,0
115,965062,62448,18758,Medium,2
21,101711,8030,1194,High,0
186,582434,44610,2031,High,0
540,774856,53902,6753,Medium,2
545,16588,1400,120,High,0
175,190013,13621,962,High,0
413,380765,22107,7133,Medium,2
382,917999,28757,16282,Medium,2
192,708129,54490,3387,High,0
234,666305,35053,5124,Medium,2
123,691519,25262,10707,Medium,2
160,18494,1519,91,High,0
469,880525,64017,10777,High,0
108,177078,16709,2531,High,0
506,59432,1479,797,Low,1
179,168477,11528,2429,Medium,2
425,42728,1366,616,Medium,2
138,807884,73777,15617,High,0
395,479998,9098,3640,Low,1
505,869503,60043,15384,Medium,2
37,52093,4229,73,High,0
59,170558,7153,1104,Medium,2
523,889559,85284,1711,High,0
16,974228,84334,13028,High,0
532,450381,16445,1312,Medium,2
559,906744,9682,15476,Low,1
377,478820,17572,6361,Medium,2
488,506457,17887,783,Medium,2
232,8639,778,125,High,0
311,132435,12851,2301,High,0
461,406621,6644,5514,Low,1
164,840349,44048,1327,Medium,2
335,942002,55907,16297,Medium,2
229,240410,4414,3586,Low,1
508,206973,9101,1695,Medium,2
460,311351,11998,2255,Medium,2
49,949756,55318,9608,Medium,2
218,486576,33820,8502,Medium,2
63,948228,69518,5489,High,0
199,915772,20428,2672,Low,1
493,361899,30097,6307,High,0
161,580520,41256,870,High,0
230,912233,82116,16702,High,0
416,105594,5326,719,Medium,2
209,839511,75933,8946,High,0
83,844545,74252,2967,High,0
128,226097,11182,4102,Medium,2
475,588185,26058,8967,Medium,2
222,51898,4875,963,High,0
520,672110,49981,9397,High,0
108,419330,39225,1890,High,0
397,600809,49102,4119,High,0
438,269678,17485,2764,Medium,2
335,816560,16679,10237,Low,1
147,590946,21411,10993,Medium,2
544,810863,78812,6726,High,0
282,67673,2622,971,Medium,2
237,653861,12026,12592,Low,1
533,467608,34453,1821,High,0
575,177498,13500,3086,High,0
94,345223,12321,3104,Medium,2
496,790655,29088,11793,Medium,2
203,278847,14555,1834,Medium,2
366,328185,3925,2410,Low,1
445,42697,3460,64,High,0
30,718698,27697,13983,Medium,2
29,870770,75616,14329,High,0
398,436035,35858,1214,High,0
511,747246,51953,14937,Medium,2
305,303995,11928,3798,Medium,2
343,912994,51555,15722,Medium,2
271,87078,4356,197,Medium,2
465,279937,11337,2351,Medium,2
460,482857,41686,6626,High,0
364,168869,9037,510,Medium,2
72,356768,30305,3670,High,0
416,360113,7011,3388,Low,1
495,685452,15554,3499,Low,1
53,326069,31941,2186,High,0
568,664982,41826,12884,Medium,2
106,392719,21944,2546,Medium,2
220,831938,47490,4205,Medium,2
442,238178,6996,2664,Low,1
573,240240,17941,3302,High,0
563,667581,11769,9864,Low,1
163,647759,39901,9930,Medium,2
493,407535,25010,692,Medium,2
246,788149,72727,6684,High,0
9,43116,2472,677,Medium,2
365,443988,9916,8077,Low,1
463,286520,17634,3564,Medium,2
252,755347,13762,1506,Low,1
570,334484,9479,2855,Low,1
426,892824,11427,2151,Low,1
19,186907,10503,2845,Medium,2
577,542347,9549,1196,Low,1
126,552910,28887,2504,Medium,2
281,449403,42228,4009,High,0
562,403269,30155,3948,High,0
457,26667,452,232,Low,1
394,453839,13696,4449,Medium,2
298,62808,4436,913,High,0
578,126306,11433,1012,High,0
450,546948,7089,6239,Low,1
214,582778,48440,3941,High,0
594,650160,39375,5018,Medium,2
306,461465,27294,5843,Medium,2
227,954264,91803,9847,High,0
7,307348,23754,4529,High,0
522,582193,50365,6782,High,0
97,236209,9887,3842,Medium,2
524,496051,29709,4675,Medium,2
432,286740,18748,2961,Medium,2
497,738761,28769,10142,Medium,2
239,91357,5602,475,Medium,2
165,3615,113,30,Medium,2
335,528842,12112,6807,Low,1
337,237245,10357,367,Medium,2
54,22973,1758,213,High,0
527,860452,79554,10650,High,0
496,275971,14128,5348,Medium,2
586,652764,44292,11529,Medium,2
276,593458,11437,3759,Low,1
584,885591,80944,9420,High,0
256,648952,39699,1344,Medium,2
564,228597,18340,1274,High,0
94,641601,52290,10087,High,0
450,705439,23338,2358,Medium,2
336,549853,31685,3241,Medium,2
143,185072,17848,3504,High,0
361,584187,10554,9728,Low,1
278,510337,36476,8091,High,0
23,620517,59944,10813,High,0
315,414646,15363,6320,Medium,2
158,663762,58099,2184,High,0
394,996047,93657,10771,High,0
264,369532,28541,3488,High,0
575,243861,7515,1685,Medium,2
129,990321,39672,16683,Medium,2
358,242921,3212,2385,Low,1
277,12975,1100,27,High,0
249,551607,47694,3433,High,0
454,822714,55075,4396,Medium,2
251,736001,30711,13146,Medium,2
524,435585,7367,5793,Low,1
145,342025,26601,3983,High,0
366,6557,494,69,High,0
12,924353,85164,12342,High,0
482,33164,2512,508,High,0
356,927425,78443,10696,High,0
499,639644,49339,12042,High,0
431,884829,59072,17307,Medium,2
43,759047,36758,15113,Medium,2
597,209827,19134,2878,High,0
191,925268,63461,17320,Medium,2
97,160453,7357,1393,Medium,2
90,782451,13702,13561,Low,1
48,236987,8570,4330,Medium,2
141,425137,25055,7728,Medium,2
425,759229,26426,12744,Medium,2
78,942251,28183,8221,Low,1
552,594306,34152,2388,Medium,2
516,213157,5389,1565,Low,1
160,476115,39059,7417,High,0
259,876711,46985,4756,Medium,2
175,337188,20786,3401,Medium,2
174,89242,2076,1047,Low,1
326,27703,1086,345,Medium,2
571,832990,39073,15642,Medium,2
460,70705,5850,959,High,0
159,281867,22356,4492,High,0
353,568828,17103,6857,Medium,2
455,868959,56878,14631,Medium,2
177,925308,29527,5560,Medium,2
14,356070,35230,1775,High,0
269,289704,27722,5388,High,0
442,214217,13001,3036,Medium,2
251,738265,53820,10157,High,0
550,466827,38339,4611,High,0
503,110473,8273,901,High,0
133,924169,67450,10681,High,0
331,267114,25715,879,High,0
408,19009,1210,183,Medium,2
363,271361,18253,2619,Medium,2
21,250075,21615,2807,High,0
278,854006,60028,11152,High,0
120,618314,46969,11864,High,0
95,437638,13599,5860,Medium,2
86,127563,5538,2269,Medium,2
328,101636,2363,1175,Low,1
118,806660,44784,10415,Medium,2
62,252081,12860,586,Medium,2
158,490633,48938,1732,High,0
408,331245,21533,3979,Medium,2
270,786972,63571,6703,High,0
319,978559,39202,15830,Medium,2
45,180785,15337,2046,High,0
109,647879,42343,11508,Medium,2
197,988553,71896,19251,High,0
405,929267,33917,3535,Medium,2
282,497375,29532,4228,Medium,2
358,150719,10107,2054,Medium,2
584,606050,38192,4123,Medium,2
260,760516,70246,4619,High,0
103,105,9,1,High,0
592,234252,22813,4597,High,0
286,269282,18868,4228,High,0
407,792946,77290,8682,High,0
113,480975,40845,4524,High,0
203,856038,29426,9633,Medium,2
307,863118,41834,8453,Medium,2
331,395922,12453,4178,Medium,2
158,803014,8333,3907,Low,1
556,754289,20308,13706,Low,1
409,203045,2104,3113,Low,1
466,558336,41755,7782,High,0
136,352231,17012,6709,Medium,2
88,222973,8502,1427,Medium,2
403,222422,17472,565,High,0
113,20975,1781,350,High,0
225,275301,26918,5497,High,0
557,32500,2202,389,Medium,2
372,464774,23953,984,Medium,2
151,68707,2574,1087,Medium,2
116,874093,26230,2098,Medium,2
562,289747,8449,3262,Low,1
498,417081,19530,2616,Medium,2
509,101196,10044,1860,High,0
479,571000,5753,5467,Low,1
275,884850,24553,15989,Low,1
425,261638,7052,1748,Low,1
371,84435,6293,705,High,0
284,363233,15155,6899,Medium,2
287,617400,31582,2978,Medium,2
44,81848,1913,981,Low,1
193,927032,43060,7770,Medium,2
168,686879,13248,10790,Low,1
540,65295,3785,225,Medium,2
540,729155,13718,6786,Low,1
8,614234,49842,8771,High,0
294,626792,38230,5473,Medium,2
437,301386,22651,636,High,0
475,785708,37451,11311,Medium,2
185,71640,3176,756,Medium,2
252,693749,13069,842,Low,1
283,339192,19383,4287,Medium,2
585,845483,47605,15622,Medium,2
258,11855,617,36,Medium,2
185,777303,59577,9500,High,0
513,380229,32291,5644,High,0
570,608941,47236,1427,High,0
330,135062,3099,193,Low,1
361,880908,58127,8650,Medium,2
395,256860,4425,4118,Low,1
89,17275,1252,70,High,0
321,992331,44025,16766,Medium,2
216,852219,18684,11483,Low,1
519,871515,76331,6371,High,0
388,481603,31429,5201,Medium,2
346,750171,31451,14512,Medium,2
42,679748,8677,3475,Low,1
515,46729,2727,490,Medium,2
424,641167,59686,8248,High,0
173,178972,11395,648,Medium,2
347,692827,67514,1265,High,0
310,995414,22178,1249,Low,1
546,471070,28804,3377,Medium,2
541,330757,27066,795,High,0
116,607150,34788,9879,Medium,2
415,160194,2914,3195,Low,1
210,724789,45270,1569,Medium,2
189,977018,63561,9009,Medium,2
386,919263,69481,1368,High,0
500,58041,4556,205,High,0
383,955534,75840,6818,High,0
51,305717,21311,2592,Medium,2
555,711058,20921,13407,Low,1
532,16140,748,137,Medium,2
508,69906,5582,729,High,0
26,668746,64071,3789,High,0
217,200311,3426,200,Low,1
314,636464,37041,11511,Medium,2
276,56016,2135,142,Medium,2
575,673060,20383,13004,Medium,2
206,395607,21965,1379,Medium,2
36,406439,26234,5077,Medium,2
447,790343,8598,15798,Low,1
166,996487,79936,3618,High,0
258,555664,46558,5031,High,0
525,185317,17956,2933,High,0
484,964223,25318,1553,Low,1
14,867581,55099,12237,Medium,2
509,201850,9768,510,Medium,2
564,219954,8827,1208,Medium,2
440,746503,45467,3016,Medium,2
115,944318,75936,17223,High,0
157,711145,8586,3149,Low,1
106,667654,64926,1180,High,0
195,335306,27793,4078,High,0
567,981641,76179,7438,High,0
85,150534,11807,1310,High,0
493,841031,37859,2743,Medium,2
92,570669,44310,8683,High,0
198,980417,43931,12186,Medium,2
108,831384,75559,6584,High,0
100,786508,20409,3350,Low,1
427,778081,28253,9551,Medium,2
202,504969,30106,7975,Medium,2
5,703296,27237,4877,Medium,2
411,528983,25487,788,Medium,2
382,620318,33694,3146,Medium,2
171,146574,12762,2046,High,0
513,261845,14948,5182,Medium,2
317,720743,30719,903,Medium,2
597,354920,11462,2419,Medium,2
422,698183,32661,1520,Medium,2
481,182494,10295,1279,Medium,2
77,702224,54176,6118,High,0
145,418227,8738,7735,Low,1
586,746748,22361,1889,Low,1
266,805937,35597,12706,Medium,2
344,58222,2470,495,Medium,2
312,754949,34166,12391,Medium,2
249,232761,18950,2503,High,0
519,653297,25592,1140,Medium,2
341,265691,14658,5042,Medium,2
579,184315,12192,474,Medium,2
565,980510,30293,12115,Medium,2
80,10762,803,190,High,0
179,456317,27032,1147,Medium,2
113,582670,29256,6714,Medium,2
187,398215,33004,6634,High,0
196,815114,26014,16090,Medium,2
69,591859,52962,8737,High,0
478,647901,39194,4074,Medium,2
104,173385,11239,2477,Medium,2
548,631966,56090,9106,High,0
132,862403,72081,12331,High,0
456,607593,38971,10469,Medium,2
373,860613,66944,2289,High,0
47,892315,43722,2730,Medium,2
423,234731,13911,3091,Medium,2
492,83905,1307,1604,Low,1
82,124798,2257,1229,Low,1
274,169002,14305,3253,High,0
319,924670,14212,17405,Low,1
172,10812,272,196,Low,1
343,343771,28060,6286,High,0
197,915985,9254,16550,Low,1
457,651276,23065,10796,Medium,2
287,756786,47347,10749,Medium,2
340,518780,32989,759,Medium,2
394,196537,15711,690,High,0
529,611573,33962,2171,Medium,2
244,362095,20221,524,Medium,2
487,424122,31927,1364,High,0
596,536598,29446,9913,Medium,2
559,37072,2400,504,Medium,2
462,761354,69130,5275,High,0
93,296380,13672,4763,Medium,2
99,437613,19544,4498,Medium,2
456,902977,9318,3341,Low,1
432,802477,52328,14288,Medium,2
155,750661,9517,5580,Low,1
518,960081,53162,13708,Medium,2
380,341424,28126,2226,High,0
26,332697,19793,3493,Medium,2
317,871936,29878,14394,Medium,2
523,995017,80352,3958,High,0
210,930828,31903,18214,Medium,2
379,3152,239,7,High,0
455,289516,18796,3226,Medium,2
599,303394,7675,5583,Low,1
183,751664,68748,14257,High,0
214,148488,4166,803,Low,1
504,446705,44251,1668,High,0
468,980936,10454,14482,Low,1
128,662700,22341,1191,Medium,2
117,883627,24730,9030,Low,1
16,331018,3727,5339,Low,1
130,829707,62985,9661,High,0
569,393881,28520,1800,High,0
335,988698,80392,10137,High,0
287,16475,545,304,Medium,2
144,550098,27499,7001,Medium,2
405,705355,48895,10374,Medium,2
101,779012,38622,5756,Medium,2
521,994243,72340,4554,High,0
573,670634,44971,3928,Medium,2
73,369270,7502,4110,Low,1
122,480645,38592,3039,High,0
63,27697,2073,312,High,0
37,336533,23229,4862,Medium,2
322,431713,10343,6455,Low,1
54,989458,33759,4085,Medium,2
493,950673,43147,14505,Medium,2
23,85787,3019,1182,Medium,2
201,119068,3631,146,Medium,2
454,564662,46574,1196,High,0
563,467553,31532,6208,Medium,2
456,203670,12401,1688,Medium,2
293,431513,13090,1629,Medium,2
145,573022,53077,1056,High,0
88,816573,22216,3289,Low,1
395,924852,75417,17750,High,0
595,347609,33718,5152,High,0
219,919807,69388,10142,High,0
530,838518,83312,15838,High,0
219,811902,55692,10362,Medium,2
407,297491,8797,4399,Low,1
132,910935,25819,5803,Low,1
481,381788,14970,4654,Medium,2
408,207094,2203,771,Low,1
33,780868,55717,6781,High,0
342,393750,13458,642,Medium,2
365,587370,48966,3004,High,0
573,851712,36049,2063,Medium,2
396,632922,33668,5296,Medium,2
222,689934,66862,11741,High,0
578,286888,9121,2346,Medium,2
206,562881,42167,9457,High,0
21,346068,26979,4662,High,0
326,515022,15393,5500,Low,1
522,921563,50768,5069,Medium,2
574,833821,34618,15443,Medium,2
329,928747,73808,1885,High,0
416,432909,28582,6099,Medium,2
322,432431,22848,5536,Medium,2
86,766605,61437,7190,High,0
478,678000,21129,3773,Medium,2
472,297725,23170,2734,High,0
429,226677,19921,3985,High,0
208,601485,53577,10164,High,0
587,809110,65158,15281,High,0
391,930391,43469,6371,Medium,2
102,334292,32881,2793,High,0
