duration,views,likes,comments
524,496051,29709,4675
57,468584,22624,3662
252,461015,13891,2996
189,767118,27054,6860
427,874175,13708,14715
333,155261,11207,2622
479,118026,6078,1270
225,437031,41250,6425
171,433814,37616,6158
200,970809,39249,13797
476,538157,22207,5421
217,704790,68092,10101
373,334778,13849,1151
176,850108,64171,15326
394,743866,35014,5854
500,163218,10685,1305
213,932101,23209,15209
453,996370,98715,6437
21,101711,8030,1194
568,451897,16927,1814
127,610454,56650,3036
563,508666,21985,1400
415,136659,7266,1894
169,473614,26730,7039
348,66996,4955,220
20,841841,60892,12182
436,516428,24309,3940
341,789517,47227,11155
322,988384,83233,4788
584,569329,10022,8743
445,964349,55526,10084
559,37072,2400,504
345,237539,19031,3485
53,639060,51610,11325
74,645215,12346,6126
66,336937,19056,2478
218,841794,66703,2340
225,998276,15787,3234
143,747104,19730,12135
71,522137,31641,1749
376,2689,160,26
324,474429,45906,7599
6,26647,1929,393
506,962677,10935,18557
200,727433,43030,10539
341,529927,15479,4342
354,698313,47441,13487
46,665528,9441,9277
597,473019,21263,5988
27,885288,59322,13243
409,3312,328,59
72,507006,17193,3342
534,490439,14181,8654
540,623811,35442,9030
44,778620,65356,2404
213,170472,5316,1559
533,286442,19663,5721
94,220611,13001,3282
84,924164,15339,10239
113,273229,19281,1467
88,366199,19026,873
262,164918,7725,3091
50,46157,4469,767
427,148369,10463,1069
448,873155,81872,16589
524,628121,22773,5619
91,803132,65230,14286
296,25632,960,70
429,293027,20317,3630
142,97655,1064,950
258,420589,14468,7924
41,800439,59232,11062
335,41141,704,175
432,752858,20473,6870
468,646692,10114,8542
178,172197,14415,2267
579,81773,3869,486
254,773302,72907,9741
536,413970,37826,6441
205,659572,13187,9166
251,634478,47677,10180
325,806055,77932,4963
181,536730,6412,7207
554,588830,28378,6143
112,872621,47200,14390
534,67409,5698,1040
426,258546,18898,3238
324,767541,19910,13466
530,55073,4097,453
278,200244,3439,2522
382,567576,51580,4761
265,10647,543,61
327,287688,19697,4114
433,92299,3780,625
443,865418,68059,14186
186,220738,12076,3847
279,807705,61038,7344
498,417081,19530,2616
504,55146,959,393
438,558482,29231,8235
44,744167,35818,10300
581,127409,10172,1053
377,64612,2541,1165
414,339074,16746,4118
442,815234,32281,8649
596,887959,86365,16940
37,52093,4229,73
427,393063,25418,6935
510,851828,73195,1602
108,707317,23933,5720
81,870443,8782,14614
558,708174,33849,2293
591,777894,10913,13381
187,808350,20039,9185
271,466883,26674,4624
321,448481,19926,4379
337,68052,1237,870
424,187760,3456,718
468,572922,18062,1043
52,734002,55860,9589
16,726143,58950,8506
515,46729,2727,490
496,137122,5366,181
368,172026,10051,886
547,432609,6108,6959
380,241124,22414,670
90,736432,50674,4729
584,514882,44877,6152
532,874285,84847,2489
291,374773,36527,5958
187,898036,35252,6401
82,573682,46049,7306
88,861066,64613,12196
199,441819,33153,2680
77,871209,14145,12684
33,722015,37955,12095
164,582573,9309,5452
492,93978,4937,120
443,989962,54094,15193
76,873472,54792,1547
522,112978,9734,1976
581,770608,16540,11090
521,181744,11437,3292
255,627924,12763,1658
540,241247,18168,2303
207,526783,32977,3824
527,229264,11559,1302
363,657089,54175,4353
597,9318,425,94
448,437190,31337,5912
449,419489,36538,1149
571,212910,14182,2478
67,479164,25790,8841
550,705898,60109,10542
284,75128,5940,375
375,786451,13780,10470
382,690081,8196,7961
197,232044,3615,1711
174,951345,83866,2122
177,379618,9117,1520
28,43777,1723,310
113,992094,96785,5658
232,695594,65403,4431
541,877159,39656,15853
545,302608,17920,2527
5,993577,54138,11631
560,88214,3801,1304
396,17400,1107,166
486,574449,24648,1434
310,56540,3236,488
207,979632,59408,10579
302,313778,7482,5330
56,340423,31029,2171
288,725718,69958,8835
296,440869,21414,7410
449,259773,10593,2107
54,992426,68279,4498
12,800047,46722,13794
431,500495,35545,4531
194,239534,18884,1999
97,793820,22013,9944
503,248950,12977,1755
267,541667,35727,9339
306,232231,18139,3420
138,539807,12229,10711
127,48022,785,614
95,106987,4773,393
217,400427,27045,5212
284,545107,12988,7436
71,423674,20969,5618
42,353884,24276,3327
293,819919,18964,8609
60,576802,53900,10650
237,259391,6742,394
78,727691,7904,13372
461,674153,51169,12627
74,966312,88362,12095
274,358415,31041,3644
598,400437,16244,641
251,471017,38404,2105
482,772154,39826,6472
292,865141,57421,13260
101,384482,34470,1485
405,391009,10101,3449
391,480101,40869,4551
335,816560,16679,10237
61,534498,32492,7204
172,936767,80455,3605
390,759187,20381,12971
585,353984,3864,998
402,131690,10854,2298
564,689370,25782,3178
477,914469,28884,13810
158,637819,29480,1911
284,443953,31090,908
240,384991,20778,1737
560,385245,13808,3183
363,77070,7137,969
442,195652,9296,2388
99,968474,34956,17340
79,78843,7476,326
522,234956,6395,4323
345,109467,8163,1312
367,674204,57109,7525
526,197218,2051,1985
47,427630,38289,6848
595,5104,111,17
220,167566,4228,1226
143,259046,14709,4922
240,793487,40115,9100
519,166334,10767,772
68,278952,4306,2021
228,48161,1622,224
177,614461,14429,11966
20,225540,16396,3271
406,744019,60995,13649
23,85787,3019,1182
290,613411,22192,5374
162,489720,27737,5504
567,346507,20068,4938
199,456535,35570,814
544,521458,33496,7990
298,578900,27500,8462
41,211013,20003,2261
137,69406,3587,323
21,440791,5054,838
529,933850,40216,1416
46,944936,49101,18075
31,757858,28697,1291
175,799091,67258,7057
519,495287,24321,9707
340,365312,5715,6561
147,747088,52673,3261
36,667667,53199,1400
457,429159,23257,7208
388,677143,25471,2103
138,916975,11774,13208
116,947243,10697,13944
411,971371,21504,18648
41,865854,79794,6572
230,205632,8390,829
542,983667,24763,4028
15,438815,9774,3648
44,483519,16310,8115
203,748973,57365,10635
25,7811,692,83
548,181450,13289,1075
478,456495,17498,3689
390,545142,33878,7022
587,701024,69326,11391
395,369402,6740,7333
308,687959,10247,4138
198,365230,26854,4371
354,96108,7603,1730
169,77834,4116,1045
88,966893,80899,13783
573,677651,16449,7461
286,516741,17316,5688
273,918369,59479,17380
519,653297,25592,1140
158,481105,13169,6535
514,6263,150,18
118,359275,16989,1830
357,222243,9855,639
598,771912,52163,13503
300,429965,30487,1454
274,318349,16456,554
383,112365,2659,1135
139,142412,4703,576
247,872289,14836,4103
488,515653,45501,2566
102,334292,32881,2793
321,159345,5771,1481
506,59432,1479,797
230,252296,24988,2503
122,500984,34535,7984
317,847824,69003,10225
424,777034,61907,6088
443,642631,43180,4084
263,207071,3050,684
222,689934,66862,11741
331,373318,23170,2642
205,722400,26016,8764
352,112268,8453,499
239,207706,11034,3355
199,452769,17216,6436
594,592016,11384,7805
467,773417,10076,9003
451,231462,10745,1287
456,241400,16804,2876
142,551864,15081,2750
273,623621,34795,8860
277,82047,7549,159
244,162028,4084,2704
105,495833,32048,9731
87,32764,700,229
298,743753,29269,7971
42,251875,6128,2789
349,514871,22738,698
344,87845,7472,356
511,308194,21167,465
531,952493,57818,7144
158,110723,4470,1816
552,245802,14065,1841
595,739226,14834,1534
437,722770,35242,12438
326,27703,1086,345
87,222229,7301,2477
361,745792,26892,12196
237,824826,69295,10612
366,328185,3925,2410
254,122488,6401,271
144,128613,11595,1081
542,529322,24763,1248
257,429006,4815,2523
383,869975,8947,3824
432,38765,3634,69
171,911346,88686,16445
577,307032,21020,2350
504,903905,12333,18035
406,134511,13347,2597
538,989383,77288,19367
23,341476,23352,6425
91,295143,12399,5352
361,104322,1422,1323
153,102199,2134,1750
563,44688,4034,142
540,23188,632,314
36,311456,17058,5131
86,959099,39083,8723
136,786778,40249,1397
431,900150,21490,7190
460,266053,11737,2066
234,59586,4491,709
314,684253,50888,5344
251,736001,30711,13146
112,352092,12442,6706
490,532092,42273,3815
523,303012,22525,3784
554,128758,4824,575
212,447643,42160,6626
311,889440,58128,7688
174,271358,2858,3333
542,976836,42657,1126
459,698265,50793,2049
13,514160,34992,9681
352,714034,48595,4454
63,164802,9761,732
546,816296,44791,3801
402,114530,6385,1486
131,64069,4816,1246
410,944861,66202,6888
271,396842,18619,7253
190,290806,23318,1052
250,970842,96978,17532
383,887989,76509,4794
199,795812,43157,7775
348,739543,72395,4476
306,82773,4562,1553
353,883817,74815,13459
196,5497,236,20
309,679524,34564,9310
401,582853,30305,7484
475,761547,21660,3186
423,761399,63659,2206
344,590338,50789,641
174,665230,19738,12469
592,898707,36687,15777
254,219743,9293,1794
558,772543,64843,13811
330,729062,42657,12619
349,174999,11757,2794
579,57047,1966,403
449,71619,5436,111
117,590955,26355,7099
127,39344,3632,397
97,2116,154,14
376,997907,24039,3081
106,27413,2393,346
79,817947,15811,10213
54,822466,25918,1829
386,900585,16086,16312
21,714722,11163,3382
123,438233,39410,6609
488,912563,10573,3514
441,290561,13413,3758
186,611469,52096,11230
170,433520,20396,1213
215,653159,7548,5049
476,620490,20328,10497
47,538886,15737,7217
171,277945,20471,2929
484,111286,9504,120
374,551271,54313,7010
544,878936,28342,13163
318,345690,9443,1912
564,505341,22366,8395
113,13680,1299,199
429,772787,76183,2543
514,97521,8699,1011
214,792750,75511,13931
596,206429,4726,421
512,696101,36259,724
573,563610,17948,9765
544,412330,21621,580
52,542616,12163,4932
580,341007,10115,2688
437,4742,125,14
217,200311,3426,200
587,816808,55634,9307
440,456223,10533,7483
267,999051,37062,7141
443,810714,31698,9334
198,234637,12772,2568
29,257526,16424,1411
156,865856,12045,6661
545,103723,6301,529
255,650399,21171,5089
305,796780,18500,11316
106,841124,20731,8860
544,746186,12698,9945
517,836276,81625,5977
430,466879,26277,3050
150,610672,10603,5394
477,993959,18363,12008
272,488820,40657,6818
148,491845,22816,4152
22,569151,45770,8496
100,317106,20902,3913
347,446388,5445,3618
446,870586,12101,11006
300,580626,18563,7058
538,640345,7228,1270
33,712361,28423,4222
449,229316,17645,4162
231,351269,11459,6929
16,378144,8253,1448
183,706602,45846,8437
364,321646,9342,1265
82,517451,16794,10290
229,603926,45778,6151
223,730050,15503,8235
25,929023,23765,13866
221,856765,52653,2635
434,183373,17945,395
410,45620,1191,243
328,90253,3109,658
501,312099,27521,3271
392,628656,44826,6878
46,786469,18188,2134
344,10058,362,183
554,367404,19543,3241
551,278529,4987,657
299,223123,15877,911
24,53206,5274,1021
529,472794,36979,2945
25,333957,18880,4906
588,439368,22514,3352
352,371931,18172,2100
557,283443,20152,5623
558,615132,26175,4257
444,996552,29399,1994
375,292967,12757,3999
574,718211,69154,12650
252,433771,41741,797
588,391129,31294,1281
477,32221,1612,273
548,794177,61683,10080
521,348374,13938,4766
204,463338,8135,4618
594,828549,39592,12966
584,451195,14121,4444
291,607090,27062,4127
475,641547,16356,3571
222,895946,69801,2694
530,538669,42603,1026
407,124814,8799,1153
96,310595,21614,3176
196,73920,5888,959
412,499364,40663,8380
589,317419,28664,5420
245,825955,64048,4857
331,267114,25715,879
14,199988,3044,3241
241,148406,3175,2580
510,54559,2441,1025
80,640063,37408,11993
555,522347,10323,2025
221,320430,20926,4052
531,421272,32925,1249
512,907378,35667,11261
6,15961,1206,219
97,126995,8032,2385
317,312193,21115,6044
36,841710,63391,5365
477,625512,53879,6863
9,839332,53239,4679
529,528148,31933,6646
193,527439,18515,1225
488,678402,37279,2976
418,144708,13612,2537
5,90241,2848,825
427,778081,28253,9551
384,890828,9186,17024
215,838700,47299,6855
26,721493,27173,6034
368,519857,25266,4125
282,122317,10297,1754
380,420769,15761,2263
18,325837,17738,3481
123,697885,59118,9288
537,378768,13901,2672
230,461580,45661,8550
171,890621,86470,3336
139,581018,46740,8421
331,395922,12453,4178
124,99955,7343,1832
164,919256,45060,2599
14,418002,13295,3743
332,644721,44147,7859
590,29524,2873,71
92,129427,5077,812
168,125712,7056,832
319,520246,17927,8249
43,962815,13833,12942
498,140788,9439,1149
338,715522,45680,10901
140,150350,2576,2977
596,536598,29446,9913
265,672809,61805,8343
579,163804,14235,273
457,949280,93558,4447
587,986254,38756,10280
488,137139,6011,329
348,72202,7173,980
326,837869,45669,13576
348,165124,14648,2183
304,359930,31282,3197
476,306605,13569,4494
205,559113,24036,9073
196,1149,92,21
172,158751,13884,2110
293,560911,38519,9493
266,698376,47603,3515
307,255133,22468,1086
26,565035,30365,10908
256,648952,39699,1344
274,307257,20508,3739
454,185202,2517,959
589,72143,1351,424
300,662044,24587,7530
406,765134,75639,8213
419,663053,27656,13034
308,870065,57824,1788
281,397794,29714,7568
287,400598,9928,4311
544,545050,41971,3127
127,992778,58275,17852
300,358735,13529,4060
238,684836,13404,11390
211,656441,59465,2512
349,928237,18293,8769
362,493714,35231,5947
111,44448,3856,427
421,271998,10932,1326
275,177171,16445,2634
29,369021,29583,4433
439,496509,30389,3963
121,892155,49138,10303
394,274491,25485,3293
7,803663,47551,2453
119,3053,297,12
271,808638,30564,8089
287,756786,47347,10749
346,400485,12091,5012
146,590401,11724,1834
107,302911,30069,5642
12,464864,9037,3666
199,915772,20428,2672
411,433173,25228,5223
141,425137,25055,7728
55,511574,11794,2032
292,605843,14325,5550
282,271242,13044,455
534,143875,2642,1825
569,540536,12562,4119
53,476487,23418,4586
551,724255,21371,9234
299,95359,4864,1050
16,654035,39101,2480
49,364799,4449,6495
423,322533,17759,2295
368,671944,46038,3700
270,680872,28772,10367
380,539977,35839,9281
284,478274,17870,2767
563,712887,22044,7365
342,178575,15226,3541
346,382705,22335,6596
497,738761,28769,10142
407,786270,19163,3649
335,389426,34336,5037
75,665568,17446,755
565,978100,15056,16360
77,80736,7995,1225
597,290065,28299,445
400,634593,30797,12431
17,438450,17335,2346
123,96743,1608,1430
51,523626,27537,2114
554,397616,30405,5672
78,399882,30557,2003
259,366396,32712,2326
210,565845,6612,10366
222,38675,2055,238
230,718680,35160,8058
217,937524,92059,18281
480,797805,64794,9518
76,736056,31991,11076
562,289747,8449,3262
275,960805,72544,16615
148,322211,5002,2591
333,18326,1065,306
105,871987,43616,17082
586,938860,42359,16349
422,509425,30654,7636
356,376656,13892,3458
385,60382,4843,98
213,354905,20166,709
83,821732,47687,11187
66,461433,33044,6036
508,799462,8779,1786
322,121018,4504,559
440,494461,40411,3878
252,826164,63672,16330
39,619536,41190,11106
378,593005,56443,6585
45,615098,18014,4698
319,541160,49304,8045
182,303044,19140,3920
447,28206,334,229
255,823613,26659,11412
322,335882,31355,2399
86,46639,1884,386
506,170591,4367,944
323,860120,45518,9049
61,898214,87258,10948
576,375009,13909,603
128,56725,4676,559
477,600810,19411,843
240,322054,13688,6385
527,374657,6618,2962
363,766455,17170,8193
522,293912,11265,2079
204,66886,4138,359
298,291556,12824,3025
212,109197,7274,1523
212,114627,3284,1425
502,434837,23276,7031
288,499655,38336,6352
222,130978,10478,991
493,841031,37859,2743
584,881165,55362,1309
545,947326,40163,7893
201,802261,28997,15940
216,898507,47397,4409
124,129676,7222,2590
211,632692,38663,5923
489,393761,12116,4631
578,286652,18361,963
598,113536,3518,1104
559,626916,20209,6779
444,673061,60914,10925
274,469755,41431,9142
560,675187,24659,2397
567,532146,50458,7545
487,826914,33977,9774
205,82546,4942,118
454,822714,55075,4396
345,938043,69542,1966
385,758703,18530,9501
457,241572,5637,4612
78,843454,77419,3519
68,21150,1959,353
206,332803,5092,5843
545,789720,16261,13448
452,647961,61356,11588
558,850457,42934,13204
521,586786,44594,1850
200,377691,36281,4659
437,170216,5129,3300
155,590720,25047,5240
132,466969,4784,4605
494,707002,26934,4154
491,431130,6538,3177
226,102381,1439,1359
593,291011,17145,5665
20,937312,25482,2449
87,818176,45540,9069
286,927466,38156,12136
202,533884,48662,10021
406,922465,18014,16681
184,279847,4757,1656
464,762549,35587,6969
315,682566,30009,9270
398,697233,48137,7754
257,742121,70450,7006
92,570669,44310,8683
560,503222,14905,3834
114,462853,28599,3934
126,982113,80232,8971
418,348209,18065,3043
367,414270,31708,2496
306,821953,13490,16329
43,186864,11881,2387
280,534814,16285,6780
328,345707,13125,3481
20,624633,21880,2573
326,555668,11476,974
148,254699,13156,449
291,535482,13967,10193
204,273076,4168,1333
474,682457,25908,12289
410,729027,70113,7916
387,649999,11958,10867
229,59934,2795,639
586,562447,45583,6994
332,535552,7057,10526
236,855427,22655,2153
28,939607,39862,14529
464,618408,15789,9311
399,734805,24038,8894
392,400476,9089,2168
227,494187,27937,9532
129,491013,12663,6514
446,197845,13548,2563
315,589452,26382,8825
372,809650,16733,12362
107,541928,10351,4367
341,887682,10960,17748
403,664803,52986,8629
242,629700,25547,3636
555,548397,33968,2230
64,697721,19894,2277
343,103941,2088,220
565,825317,32015,16377
87,283984,13528,3266
561,832594,46179,10985
42,389622,34891,815
248,136550,9976,1581
287,934942,13430,13479
398,51564,3504,344
16,115195,5320,866
282,67673,2622,971
378,783513,20517,2107
50,370829,30675,3025
504,994148,58937,19661
313,109670,4350,1160
580,464938,22755,6428
414,74419,7413,378
94,895915,59629,17330
406,365456,21833,723
280,637393,19357,3502
449,850730,72516,3716
475,624044,30604,815
490,409952,23926,1591
487,213428,13207,3637
231,353223,30469,942
200,233825,12439,1945
541,680488,27290,11159
389,855842,28993,6482
159,923670,67467,13116
151,631071,43806,1416
265,909607,82154,4226
321,84458,3154,779
567,152285,3704,2455
384,398859,20295,6920
550,268259,15787,708
432,287081,5623,4491
339,598522,44706,6121
373,253900,3565,2452
397,164872,6607,3255
370,345382,23237,1511
74,371567,11606,4610
561,1044,103,7
526,307575,8344,4901
366,208172,7098,2676
33,692201,15775,11861
144,973080,78822,5536
67,485279,27821,846
159,311273,26612,4052
249,665682,49085,10531
227,270081,25574,3943
510,884194,50042,12119
94,444840,21972,6280
227,549030,30969,5241
153,599262,36900,6634
143,742791,60268,14578
99,104547,4726,447
465,790008,22391,3479
232,550740,22557,3691
219,16675,809,114
74,799225,79714,9136
97,665407,47747,2830
280,169698,6911,2445
206,663877,49044,2545
455,957764,61448,11624
10,576663,57143,969
545,499402,28225,4579
231,115258,4214,260
320,834887,32753,15479
56,417441,19972,4325
204,113223,5863,1276
345,599167,6673,2444
47,513364,28753,6409
577,120455,8974,335
335,236691,18820,3387
511,679701,14432,12732
320,881351,24853,14390
19,935380,14847,18361
454,49577,614,855
242,102082,5572,970
23,649481,7924,5016
581,228729,3021,3839
50,868850,85325,14874
165,304531,23404,839
80,246127,20863,1130
465,56915,1659,488
179,400817,19275,1827
55,475484,15551,2392
103,914500,85852,12948
404,315514,21842,4992
558,347691,9134,2201
416,641360,10626,11153
516,379690,15451,704
458,854821,27041,8585
239,888739,83897,12901
121,140566,9694,265
465,279937,11337,2351
362,8467,413,153
507,358820,8005,3711
110,414552,27288,1110
349,410539,9563,2279
490,172449,11676,2752
393,65306,6408,154
527,873723,10597,11751
91,546269,42291,3444
535,757961,22586,9086
62,252081,12860,586
338,427086,33427,8213
39,645011,52751,3310
236,318681,20016,1540
341,265691,14658,5042
37,336533,23229,4862
568,354447,14634,4740
165,351414,10033,4518
217,212836,11978,4198
355,153458,10797,1837
171,914406,71614,9527
297,265567,15020,2174
460,873010,11883,15243
20,231998,21685,1964
342,384567,9712,4715
456,863617,72320,8857
275,32456,3128,152
577,151844,14725,1173
257,961378,68031,4226
166,727873,62484,5544
58,746356,59458,1088
349,963994,37445,7345
222,550297,45536,8887
350,271472,13260,3176
194,582861,28377,7830
391,295203,8911,2560
56,882079,57195,4522
200,380545,8931,2702
7,967759,40056,6690
290,279500,3655,311
383,19258,1548,345
456,189061,14357,550
454,564662,46574,1196
120,908209,10177,7747
277,307411,15058,5690
12,451455,8397,1667
237,35194,987,535
65,683855,17956,10259
243,48837,1238,763
398,418258,34201,3314
532,282254,11831,710
94,641601,52290,10087
599,698951,24007,3925
554,810082,32179,1984
248,618628,33406,5513
414,454477,32849,5662
315,723671,64438,5772
58,395562,34041,6587
447,517041,42265,8781
506,473237,44728,7887
440,286202,19091,1341
121,37455,2685,508
206,395607,21965,1379
397,797277,57629,1319
219,420241,6555,2490
391,837754,14163,6069
151,509840,49534,4938
447,593672,30185,5493
509,769253,59851,12291
467,957598,10230,7401
143,564510,55161,1761
541,582623,36721,9067
168,896706,13315,3753
511,950228,81183,4310
282,167705,14922,1613
504,821346,27491,13546
287,88095,3192,1238
176,359321,20849,2983
558,123944,11069,2436
552,142390,2923,1144
53,183248,4429,2769
432,456439,34942,4786
95,285031,27365,1440
171,390549,25728,4575
161,628130,34011,3799
523,995017,80352,3958
50,3160,48,45
170,582120,52299,5739
271,878044,40531,16529
335,153160,9222,1667
281,158895,1724,942
501,38350,3005,547
459,627575,31846,10482
357,743433,37904,11761
451,28930,1672,300
585,932578,88671,2644
336,232421,18529,3699
122,511148,47083,5907
23,825713,16347,5265
473,453914,5423,8508
87,982667,38637,5304
204,75603,7038,1071
96,368202,35579,3575
174,198562,6366,3910
211,597459,49395,7820
494,287602,15740,3037
408,331245,21533,3979
209,627005,6474,5773
443,985682,75374,4289
546,716649,31103,3499
201,940721,69047,10814
241,185485,12554,1093
449,520866,34661,3251
419,194544,16049,2190
568,517015,51676,2382
345,509703,24369,5784
521,508989,40020,3040
11,249994,14678,2457
205,300867,24945,2719
216,408973,10583,4592
270,475408,29358,6906
138,595450,27216,6488
379,254359,9331,1661
353,336339,15508,406
121,159324,6226,3015
325,993559,12026,11442
546,189781,6959,243
508,681436,65336,10759
129,518026,17603,3735
484,225097,16237,3442
463,765048,29531,6967
587,86466,7859,1209
378,895743,61528,14776
334,351695,8567,6126
311,195492,10682,818
570,334484,9479,2855
555,280886,11097,4729
537,211570,13328,2254
505,335037,11563,817
533,628610,58910,8287
303,218950,21057,1860
396,582916,40626,3008
72,73285,6352,432
429,939739,86357,7461
228,543963,45478,4708
90,837862,24219,9758
555,711058,20921,13407
69,630099,14733,5187
503,551474,54670,1935
572,925654,84510,2588
397,879194,27770,8487
419,985980,82389,16003
386,795116,59273,11356
321,747690,14538,11621
136,154879,7009,1655
533,608184,56616,7347
490,194551,11090,861
280,515038,12723,2008
583,85934,3777,467
173,966854,85717,14287
238,312701,4874,423
525,357268,13219,4610
47,505449,29271,4325
297,35209,3070,224
313,790605,18929,5861
461,680603,29621,8869
317,479489,41908,7511
424,775442,24359,10830
275,637896,39037,1794
152,267644,10529,4321
47,951810,68173,3227
481,228373,19275,1799
448,58349,3964,858
108,218316,4356,2857
386,598652,34086,3186
356,192029,5706,1996
110,34671,3039,279
245,684980,45005,6761
158,636672,10645,10539
297,637542,48025,1164
526,51508,3684,376
37,147315,1738,2076
186,251349,5028,2916
474,699368,36294,5829
365,896417,59825,8834
230,16590,791,179
21,250075,21615,2807
405,882704,23667,10602
527,466648,6933,6374
99,437613,19544,4498
173,651829,21489,11763
296,83637,3346,796
175,762680,18115,5928
40,66638,5257,801
119,504304,35416,7384
513,805441,48066,15460
557,356315,26078,5793
372,464774,23953,984
347,541385,8749,2829
405,929267,33917,3535
193,234955,10468,2489
266,625636,7502,9818
578,185946,2584,3370
294,239443,17194,1807
493,711701,46205,11279
576,770978,47526,4615
362,758002,64931,5136
530,559714,44690,6148
21,803865,74591,9925
168,784247,28659,15646
166,837562,52556,9007
525,260343,10901,3263
209,839511,75933,8946
43,309531,6878,4456
176,575846,53379,10878
470,595416,52210,8314
425,42728,1366,616
358,976789,73605,1097
253,768913,28209,3960
78,293897,20153,4933
103,622187,14045,5576
393,435069,16424,3985
372,308871,4844,4666
541,966425,17158,3936
78,942251,28183,8221
487,9390,161,42
336,845277,66511,7632
578,723377,67323,2633
220,831938,47490,4205
85,150534,11807,1310
113,574165,48780,1455
340,138156,8088,420
546,683328,52279,3303
276,762418,47827,13696
149,429323,33983,1741
335,697700,34494,6970
481,701048,69379,7334
331,158929,13883,1239
240,613584,50859,1676
97,876141,17055,4714
176,520435,42346,9862
536,496564,10450,5249
144,727502,57781,12504
494,46173,4592,894
63,330602,32666,1243
394,113928,3141,1889
165,379446,29864,3332
484,53633,4827,350
418,527382,42437,7270
457,511274,9448,3886
45,723156,41340,6780
471,263135,7720,4024
150,130772,11687,507
264,89560,2932,1786
325,199345,6236,2857
341,19729,418,199
262,856734,19814,2389
519,742103,18648,2489
594,181034,10183,1498
78,843401,25412,10957
536,985948,26654,6103
258,716277,59333,13435
153,656123,52750,10865
245,309671,18410,5823
180,781075,34432,6935
515,391312,33281,6192
289,360923,27250,2183
334,754480,59152,11690
239,232830,6551,1905
121,258106,7065,2021
209,590030,17916,9007
125,504354,27176,1471
143,857028,46585,15572
122,959568,65212,3503
34,853087,17854,11364
75,320198,27803,2056
56,737556,59351,9956
362,770597,19653,4539
117,920911,39709,2604
99,298610,16816,2096
186,582434,44610,2031
312,728052,26657,10999
339,651909,39766,12224
285,814922,17717,12839
324,125449,1477,616
550,353185,34662,1339
23,572803,49532,9896
66,65314,5463,416
391,930391,43469,6371
352,120488,6663,962
400,753704,71146,13184
565,774908,48628,11547
440,284564,13544,3840
489,594291,41055,10884
7,673932,58300,5161
401,149373,12819,1619
383,955534,75840,6818
82,730906,47341,10316
562,748181,47478,1148
491,707969,60763,1679
386,638851,28438,11027
33,162287,14934,3195
110,830110,15438,10351
321,838091,42303,2327
478,647901,39194,4074
295,494073,14496,3683
519,736596,63351,2376
322,431713,10343,6455
33,372471,34895,2802
594,416702,22418,4485
16,52856,3860,286
510,158793,2290,274
267,249507,23530,1383
333,410746,38263,6523
280,923295,58852,9368
524,311990,17734,4313
505,952351,92254,3800
253,919472,74895,12138
597,209827,19134,2878
338,780939,60525,2251
107,607848,10050,7222
30,686526,53851,4227
176,578806,42064,7091
144,53465,3295,817
418,519433,10405,9579
278,854006,60028,11152
578,463545,45080,9186
515,307103,20004,6003
569,393881,28520,1800
559,448620,36717,5593
100,662474,52143,8824
582,648613,63036,2114
236,824129,8759,14434
258,670192,41575,6956
468,518667,16450,2128
212,619213,19232,1711
318,693378,59755,7970
220,351233,19088,3204
309,71174,2497,575
243,364933,20624,3084
27,876568,59243,6149
506,506020,45939,8802
311,469463,43456,5816
217,930884,42833,15140
543,781185,12401,14444
328,871144,82942,12091
537,287971,23236,3743
506,897377,40731,5827
67,834495,50016,15960
554,169419,16032,2846
358,150719,10107,2054
144,223383,15799,4267
202,55137,2736,459
422,489255,6873,8863
207,408983,40661,4901
200,179457,8409,2455
437,748986,63624,10003
222,144635,14082,2601
153,161654,14969,405
262,399363,39720,5763
220,838984,13582,6001
5,206196,19807,3496
320,504416,34664,5252
492,383900,38160,4120
574,973587,55050,4437
280,509372,27014,9798
40,567760,6125,7947
443,359689,4042,2062
566,30981,402,549
138,124601,5062,1076
380,627367,21706,11166
372,244007,13276,1892
250,104987,5219,1418
496,913207,57292,17718
555,218072,13339,1430
58,258408,10710,3172
93,870883,20930,12089
80,740611,72489,10171
147,425566,21553,6053
48,846554,27325,12092
211,943080,74163,12384
324,951582,34555,4393
466,376626,23002,4193
106,321674,14365,2494
242,655395,46766,4196
369,299240,18994,3750
399,270751,18405,3740
519,566564,38977,2466
597,354920,11462,2419
170,305858,20673,2116
239,965836,51632,7490
132,915418,69825,7397
398,974787,87060,14248
104,386968,29670,5987
314,236930,3972,4131
509,101196,10044,1860
462,283026,12816,5380
165,710831,35234,3312
560,376430,16424,6214
83,586156,55885,8904
143,966395,14537,15587
125,130804,6332,2370
551,911608,32267,14455
405,314831,5119,434
90,694597,64859,2143
230,454987,6054,3112
525,426592,33075,5579
188,129816,9573,938
292,823722,16424,1245
127,585719,34438,5214
240,181242,15718,323
321,173895,14361,2839
487,215716,20656,2683
463,337919,21736,4291
196,218517,5793,1498
208,508450,42729,5465
358,760106,67755,8578
508,998295,22608,13262
77,13548,350,202
489,804095,65002,5511
78,652260,26581,10690
288,56639,1760,879
523,831089,66779,4889
193,381334,23743,1987
183,517009,50149,8450
74,782186,31889,4081
298,617938,54551,6830
310,618273,22481,6465
334,437969,41266,3010
372,488043,44591,4415
271,875575,86239,4437
208,454888,42662,5674
281,149433,3918,1546
233,573844,37816,11119
